Measurement taken on,Hydrometer distance
2020-10-14T15:01:56+00:00,9.28
2020-10-14T15:03:29+00:00,9.24
2020-10-14T15:04:16+00:00,9.37
2020-10-14T15:07:46+00:00,9.25
2020-10-14T15:10:33+00:00,9.3
2020-10-14T15:12:31+00:00,9.26
2020-10-14T15:17:37+00:00,9.36
2020-10-14T15:19:10+00:00,9.3
2020-10-14T15:19:33+00:00,9.36
2020-10-14T15:19:56+00:00,9.27
2020-10-14T15:20:42+00:00,9.27
2020-10-14T15:23:26+00:00,9.36
2020-10-14T15:23:49+00:00,9.3
2020-10-14T15:24:35+00:00,9.33
2020-10-14T15:29:29+00:00,9.36
2020-10-14T15:29:52+00:00,9.36
2020-10-14T15:30:37+00:00,9.36
2020-10-14T15:33:10+00:00,9.33
2020-10-14T15:33:57+00:00,9.35
2020-10-14T15:34:19+00:00,9.22
2020-10-14T15:37:51+00:00,9.36
2020-10-14T15:38:13+00:00,9.25
2020-10-14T15:39:57+00:00,9.48
2020-10-14T15:41:06+00:00,9.41
2020-10-14T15:42:28+00:00,9.2
2020-10-14T15:43:13+00:00,9.31
2020-10-14T15:45:11+00:00,9.57
2020-10-14T15:45:58+00:00,9.3
2020-10-14T15:46:20+00:00,9.26
2020-10-14T15:48:40+00:00,9.25
2020-10-14T15:49:50+00:00,9.41
2020-10-14T15:51:01+00:00,9.41
2020-10-14T15:51:22+00:00,9.36
2020-10-14T15:53:19+00:00,9.42
2020-10-14T15:53:41+00:00,9.44
2020-10-14T15:54:52+00:00,9.3
2020-10-14T15:55:15+00:00,9.17
2020-10-14T15:57:34+00:00,9.3
2020-10-14T15:59:06+00:00,9.36
2020-10-14T16:00:40+00:00,9.38
2020-10-14T16:02:14+00:00,9.21
2020-10-14T16:03:25+00:00,9.21
2020-10-14T16:03:47+00:00,9.25
2020-10-14T16:09:07+00:00,9.38
2020-10-14T16:11:05+00:00,9.36
2020-10-14T16:12:37+00:00,9.46
2020-10-14T16:13:25+00:00,9.43
2020-10-14T16:18:06+00:00,9.46
2020-10-14T16:20:01+00:00,9.38
2020-10-14T16:21:35+00:00,9.34
2020-10-14T16:23:07+00:00,9.2
2020-10-14T16:25:49+00:00,9.29
2020-10-14T16:26:38+00:00,9.3
2020-10-14T16:26:59+00:00,9.11
2020-10-14T16:27:21+00:00,9.17
2020-10-14T16:29:17+00:00,9.2
2020-10-14T16:30:49+00:00,9.32
2020-10-14T16:32:46+00:00,9.36
2020-10-14T16:33:20+00:00,9.14
2020-10-14T16:33:42+00:00,19.02
2020-10-14T16:34:31+00:00,13.9
2020-10-14T16:35:17+00:00,9.46
2020-10-14T16:35:39+00:00,16.45
2020-10-14T16:36:25+00:00,7.58
2020-10-14T16:36:47+00:00,16.07
2020-10-14T16:37:33+00:00,10.63
2020-10-14T16:37:55+00:00,17.72
2020-10-14T16:38:18+00:00,15.38
2020-10-14T16:38:40+00:00,16.14
2020-10-14T16:39:02+00:00,15.86
2020-10-14T16:39:24+00:00,15.72
2020-10-14T16:39:46+00:00,18.44
2020-10-14T16:40:08+00:00,17.09
2020-10-14T16:40:29+00:00,13.47
2020-10-14T16:40:51+00:00,10.74
2020-10-14T16:41:37+00:00,18.23
2020-10-14T16:42:23+00:00,18.41
2020-10-14T16:42:44+00:00,16.31
2020-10-14T16:43:06+00:00,17.17
2020-10-14T16:43:28+00:00,17.6
